Time(s)	C2H6	CH3J	C2H5J	CH4	HJ	C2H4	H2	C3H7J	C2H3J	C2H2	C4H7J	C4H7J	C4H6	
 0.11439E-04     0.76134E-05     0.30862E-08     0.30493E-08     0.29935E-07     0.16636E-08     0.67560E-06     0.68768E-06     0.48971E-12     0.47242E-10     0.13060E-07     0.21459E-12     0.17016E-11     0.51377E-10    
 0.11584E-04     0.75896E-05     0.30530E-08     0.30720E-08     0.30377E-07     0.16677E-08     0.68686E-06     0.69945E-06     0.49252E-12     0.48027E-10     0.13418E-07     0.22185E-12     0.17653E-11     0.53878E-10    
 0.11729E-04     0.75658E-05     0.30205E-08     0.30944E-08     0.30817E-07     0.16716E-08     0.69809E-06     0.71120E-06     0.49524E-12     0.48812E-10     0.13779E-07     0.22921E-12     0.18303E-11     0.56455E-10    
 0.11874E-04     0.75421E-05     0.29886E-08     0.31164E-08     0.31256E-07     0.16753E-08     0.70929E-06     0.72293E-06     0.49787E-12     0.49595E-10     0.14144E-07     0.23668E-12     0.18965E-11     0.59109E-10    
 0.12019E-04     0.75184E-05     0.29573E-08     0.31380E-08     0.31693E-07     0.16788E-08     0.72046E-06     0.73463E-06     0.50041E-12     0.50376E-10     0.14512E-07     0.24425E-12     0.19639E-11     0.61842E-10    
 0.12163E-04     0.74948E-05     0.29266E-08     0.31593E-08     0.32129E-07     0.16821E-08     0.73159E-06     0.74630E-06     0.50287E-12     0.51156E-10     0.14883E-07     0.25192E-12     0.20325E-11     0.64655E-10    
 0.12308E-04     0.74713E-05     0.28965E-08     0.31802E-08     0.32563E-07     0.16852E-08     0.74268E-06     0.75795E-06     0.50525E-12     0.51934E-10     0.15257E-07     0.25969E-12     0.21023E-11     0.67547E-10    
 0.12453E-04     0.74478E-05     0.28670E-08     0.32008E-08     0.32996E-07     0.16881E-08     0.75374E-06     0.76956E-06     0.50755E-12     0.52711E-10     0.15635E-07     0.26756E-12     0.21733E-11     0.70519E-10    
 0.12598E-04     0.74244E-05     0.28381E-08     0.32210E-08     0.33427E-07     0.16908E-08     0.76476E-06     0.78115E-06     0.50977E-12     0.53485E-10     0.16015E-07     0.27553E-12     0.22454E-11     0.73573E-10    
 0.12743E-04     0.74010E-05     0.28097E-08     0.32409E-08     0.33857E-07     0.16933E-08     0.77574E-06     0.79270E-06     0.51192E-12     0.54258E-10     0.16398E-07     0.28358E-12     0.23187E-11     0.76708E-10    
 0.12888E-04     0.73778E-05     0.27819E-08     0.32604E-08     0.34285E-07     0.16957E-08     0.78668E-06     0.80422E-06     0.51400E-12     0.55028E-10     0.16784E-07     0.29173E-12     0.23932E-11     0.79926E-10    
 0.13032E-04     0.73546E-05     0.27546E-08     0.32796E-08     0.34711E-07     0.16979E-08     0.79758E-06     0.81570E-06     0.51600E-12     0.55797E-10     0.17173E-07     0.29997E-12     0.24688E-11     0.83226E-10    
 0.13177E-04     0.73315E-05     0.27278E-08     0.32984E-08     0.35136E-07     0.16999E-08     0.80844E-06     0.82715E-06     0.51794E-12     0.56563E-10     0.17565E-07     0.30830E-12     0.25455E-11     0.86610E-10    
 0.13322E-04     0.73084E-05     0.27015E-08     0.33169E-08     0.35560E-07     0.17018E-08     0.81925E-06     0.83856E-06     0.51981E-12     0.57327E-10     0.17959E-07     0.31672E-12     0.26234E-11     0.90078E-10    
 0.13467E-04     0.72854E-05     0.26757E-08     0.33351E-08     0.35982E-07     0.17035E-08     0.83002E-06     0.84993E-06     0.52161E-12     0.58089E-10     0.18356E-07     0.32522E-12     0.27024E-11     0.93631E-10    
 0.13612E-04     0.72626E-05     0.26503E-08     0.33530E-08     0.36402E-07     0.17051E-08     0.84075E-06     0.86127E-06     0.52335E-12     0.58848E-10     0.18755E-07     0.33380E-12     0.27824E-11     0.97268E-10    
 0.13756E-04     0.72398E-05     0.26255E-08     0.33705E-08     0.36821E-07     0.17065E-08     0.85143E-06     0.87257E-06     0.52503E-12     0.59605E-10     0.19158E-07     0.34246E-12     0.28636E-11     0.10099E-09    
 0.13901E-04     0.72171E-05     0.26011E-08     0.33877E-08     0.37238E-07     0.17078E-08     0.86206E-06     0.88382E-06     0.52665E-12     0.60360E-10     0.19562E-07     0.35121E-12     0.29458E-11     0.10480E-09    
 0.14046E-04     0.71944E-05     0.25771E-08     0.34047E-08     0.37653E-07     0.17089E-08     0.87265E-06     0.89504E-06     0.52821E-12     0.61112E-10     0.19969E-07     0.36003E-12     0.30291E-11     0.10869E-09    
 0.14191E-04     0.71719E-05     0.25536E-08     0.34213E-08     0.38067E-07     0.17100E-08     0.88320E-06     0.90622E-06     0.52971E-12     0.61861E-10     0.20379E-07     0.36893E-12     0.31135E-11     0.11267E-09    
 0.14336E-04     0.71494E-05     0.25305E-08     0.34376E-08     0.38480E-07     0.17109E-08     0.89369E-06     0.91735E-06     0.53116E-12     0.62608E-10     0.20791E-07     0.37790E-12     0.31989E-11     0.11674E-09    
 0.14481E-04     0.71271E-05     0.25078E-08     0.34536E-08     0.38891E-07     0.17116E-08     0.90414E-06     0.92844E-06     0.53255E-12     0.63352E-10     0.21205E-07     0.38694E-12     0.32853E-11     0.12090E-09    
 0.14625E-04     0.71048E-05     0.24855E-08     0.34694E-08     0.39300E-07     0.17123E-08     0.91454E-06     0.93949E-06     0.53389E-12     0.64093E-10     0.21621E-07     0.39606E-12     0.33727E-11     0.12514E-09    
 0.14770E-04     0.70826E-05     0.24637E-08     0.34848E-08     0.39708E-07     0.17128E-08     0.92489E-06     0.95049E-06     0.53517E-12     0.64832E-10     0.22040E-07     0.40524E-12     0.34612E-11     0.12947E-09    
 0.14915E-04     0.70605E-05     0.24422E-08     0.35000E-08     0.40114E-07     0.17133E-08     0.93519E-06     0.96146E-06     0.53641E-12     0.65568E-10     0.22461E-07     0.41449E-12     0.35506E-11     0.13389E-09    
 0.15060E-04     0.70385E-05     0.24210E-08     0.35149E-08     0.40518E-07     0.17136E-08     0.94544E-06     0.97237E-06     0.53760E-12     0.66301E-10     0.22884E-07     0.42381E-12     0.36410E-11     0.13840E-09    
 0.15205E-04     0.70166E-05     0.24003E-08     0.35295E-08     0.40922E-07     0.17139E-08     0.95564E-06     0.98324E-06     0.53874E-12     0.67031E-10     0.23309E-07     0.43319E-12     0.37324E-11     0.14299E-09    
 0.15350E-04     0.69948E-05     0.23799E-08     0.35438E-08     0.41323E-07     0.17140E-08     0.96579E-06     0.99407E-06     0.53984E-12     0.67758E-10     0.23736E-07     0.44264E-12     0.38247E-11     0.14767E-09    
 0.15494E-04     0.69731E-05     0.23598E-08     0.35579E-08     0.41723E-07     0.17140E-08     0.97589E-06     0.10049E-05     0.54089E-12     0.68483E-10     0.24165E-07     0.45214E-12     0.39180E-11     0.15245E-09    
 0.15639E-04     0.69515E-05     0.23401E-08     0.35717E-08     0.42122E-07     0.17140E-08     0.98594E-06     0.10156E-05     0.54190E-12     0.69204E-10     0.24596E-07     0.46171E-12     0.40122E-11     0.15731E-09    
 0.15784E-04     0.69300E-05     0.23207E-08     0.35853E-08     0.42519E-07     0.17139E-08     0.99594E-06     0.10263E-05     0.54286E-12     0.69923E-10     0.25029E-07     0.47133E-12     0.41073E-11     0.16226E-09    
 0.15929E-04     0.69086E-05     0.23017E-08     0.35986E-08     0.42914E-07     0.17136E-08     0.10059E-05     0.10369E-05     0.54378E-12     0.70638E-10     0.25463E-07     0.48101E-12     0.42033E-11     0.16730E-09    
 0.16074E-04     0.68872E-05     0.22830E-08     0.36117E-08     0.43308E-07     0.17133E-08     0.10158E-05     0.10475E-05     0.54467E-12     0.71351E-10     0.25900E-07     0.49074E-12     0.43003E-11     0.17243E-09    
 0.16219E-04     0.68660E-05     0.22645E-08     0.36245E-08     0.43700E-07     0.17129E-08     0.10256E-05     0.10581E-05     0.54551E-12     0.72060E-10     0.26338E-07     0.50053E-12     0.43981E-11     0.17765E-09    
 0.16363E-04     0.68449E-05     0.22464E-08     0.36371E-08     0.44091E-07     0.17125E-08     0.10354E-05     0.10686E-05     0.54631E-12     0.72767E-10     0.26779E-07     0.51037E-12     0.44967E-11     0.18296E-09    
 0.16508E-04     0.68238E-05     0.22286E-08     0.36494E-08     0.44481E-07     0.17120E-08     0.10452E-05     0.10790E-05     0.54708E-12     0.73470E-10     0.27221E-07     0.52025E-12     0.45962E-11     0.18836E-09    
 0.16653E-04     0.68029E-05     0.22111E-08     0.36615E-08     0.44869E-07     0.17114E-08     0.10549E-05     0.10894E-05     0.54781E-12     0.74170E-10     0.27664E-07     0.53019E-12     0.46966E-11     0.19385E-09    
 0.16798E-04     0.67821E-05     0.21938E-08     0.36734E-08     0.45255E-07     0.17107E-08     0.10645E-05     0.10998E-05     0.54851E-12     0.74868E-10     0.28109E-07     0.54017E-12     0.47978E-11     0.19943E-09    
 0.16943E-04     0.67613E-05     0.21769E-08     0.36850E-08     0.45640E-07     0.17099E-08     0.10741E-05     0.11101E-05     0.54917E-12     0.75562E-10     0.28556E-07     0.55020E-12     0.48998E-11     0.20510E-09    
 0.17087E-04     0.67407E-05     0.21602E-08     0.36965E-08     0.46024E-07     0.17091E-08     0.10836E-05     0.11204E-05     0.54979E-12     0.76253E-10     0.29004E-07     0.56028E-12     0.50026E-11     0.21085E-09    
 0.17232E-04     0.67202E-05     0.21437E-08     0.37077E-08     0.46406E-07     0.17083E-08     0.10931E-05     0.11306E-05     0.55039E-12     0.76941E-10     0.29454E-07     0.57039E-12     0.51062E-11     0.21670E-09    
 0.17377E-04     0.66997E-05     0.21276E-08     0.37187E-08     0.46786E-07     0.17074E-08     0.11026E-05     0.11408E-05     0.55095E-12     0.77626E-10     0.29906E-07     0.58055E-12     0.52106E-11     0.22264E-09    
 0.17522E-04     0.66794E-05     0.21116E-08     0.37295E-08     0.47166E-07     0.17064E-08     0.11119E-05     0.11509E-05     0.55148E-12     0.78308E-10     0.30359E-07     0.59075E-12     0.53158E-11     0.22867E-09    
 0.17667E-04     0.66591E-05     0.20960E-08     0.37400E-08     0.47543E-07     0.17054E-08     0.11213E-05     0.11610E-05     0.55198E-12     0.78987E-10     0.30813E-07     0.60099E-12     0.54217E-11     0.23479E-09    
 0.17812E-04     0.66390E-05     0.20805E-08     0.37504E-08     0.47920E-07     0.17043E-08     0.11306E-05     0.11710E-05     0.55246E-12     0.79662E-10     0.31269E-07     0.61127E-12     0.55283E-11     0.24099E-09    
 0.17942E-04     0.66209E-05     0.20669E-08     0.37596E-08     0.48257E-07     0.17032E-08     0.11389E-05     0.11800E-05     0.55286E-12     0.80268E-10     0.31680E-07     0.62055E-12     0.56250E-11     0.24666E-09    
 0.18072E-04     0.66030E-05     0.20534E-08     0.37686E-08     0.48593E-07     0.17022E-08     0.11471E-05     0.11890E-05     0.55323E-12     0.80870E-10     0.32092E-07     0.62986E-12     0.57222E-11     0.25239E-09    
 0.18203E-04     0.65851E-05     0.20400E-08     0.37775E-08     0.48929E-07     0.17011E-08     0.11554E-05     0.11979E-05     0.55359E-12     0.81471E-10     0.32506E-07     0.63919E-12     0.58199E-11     0.25820E-09    
 0.18333E-04     0.65673E-05     0.20269E-08     0.37862E-08     0.49263E-07     0.17000E-08     0.11635E-05     0.12067E-05     0.55392E-12     0.82069E-10     0.32920E-07     0.64856E-12     0.59183E-11     0.26408E-09    
 0.18463E-04     0.65496E-05     0.20140E-08     0.37947E-08     0.49596E-07     0.16988E-08     0.11717E-05     0.12156E-05     0.55424E-12     0.82664E-10     0.33336E-07     0.65794E-12     0.60172E-11     0.27003E-09    
 0.18594E-04     0.65319E-05     0.20012E-08     0.38031E-08     0.49927E-07     0.16976E-08     0.11798E-05     0.12244E-05     0.55453E-12     0.83257E-10     0.33752E-07     0.66736E-12     0.61167E-11     0.27606E-09    
 0.18724E-04     0.65143E-05     0.19886E-08     0.38113E-08     0.50258E-07     0.16963E-08     0.11879E-05     0.12331E-05     0.55480E-12     0.83847E-10     0.34170E-07     0.67680E-12     0.62167E-11     0.28215E-09    
 0.18854E-04     0.64968E-05     0.19761E-08     0.38194E-08     0.50588E-07     0.16951E-08     0.11959E-05     0.12418E-05     0.55505E-12     0.84435E-10     0.34588E-07     0.68626E-12     0.63172E-11     0.28832E-09    
 0.18985E-04     0.64794E-05     0.19639E-08     0.38274E-08     0.50916E-07     0.16938E-08     0.12039E-05     0.12505E-05     0.55528E-12     0.85020E-10     0.35008E-07     0.69575E-12     0.64183E-11     0.29456E-09    
 0.19115E-04     0.64621E-05     0.19517E-08     0.38352E-08     0.51243E-07     0.16925E-08     0.12118E-05     0.12592E-05     0.55550E-12     0.85603E-10     0.35428E-07     0.70525E-12     0.65199E-11     0.30088E-09    
 0.19245E-04     0.64448E-05     0.19398E-08     0.38429E-08     0.51570E-07     0.16911E-08     0.12197E-05     0.12678E-05     0.55569E-12     0.86183E-10     0.35849E-07     0.71478E-12     0.66220E-11     0.30726E-09    
 0.19376E-04     0.64277E-05     0.19280E-08     0.38504E-08     0.51895E-07     0.16897E-08     0.12276E-05     0.12763E-05     0.55587E-12     0.86761E-10     0.36271E-07     0.72433E-12     0.67246E-11     0.31371E-09    
 0.19506E-04     0.64106E-05     0.19163E-08     0.38579E-08     0.52219E-07     0.16883E-08     0.12354E-05     0.12849E-05     0.55603E-12     0.87336E-10     0.36694E-07     0.73390E-12     0.68277E-11     0.32024E-09    
 0.19636E-04     0.63936E-05     0.19048E-08     0.38651E-08     0.52542E-07     0.16869E-08     0.12432E-05     0.12934E-05     0.55617E-12     0.87909E-10     0.37118E-07     0.74349E-12     0.69313E-11     0.32684E-09    
 0.19767E-04     0.63766E-05     0.18935E-08     0.38723E-08     0.52864E-07     0.16854E-08     0.12509E-05     0.13018E-05     0.55630E-12     0.88479E-10     0.37543E-07     0.75309E-12     0.70354E-11     0.33351E-09    
 0.19897E-04     0.63597E-05     0.18822E-08     0.38793E-08     0.53184E-07     0.16839E-08     0.12586E-05     0.13102E-05     0.55641E-12     0.89047E-10     0.37968E-07     0.76272E-12     0.71399E-11     0.34025E-09    
 0.20027E-04     0.63430E-05     0.18712E-08     0.38862E-08     0.53504E-07     0.16824E-08     0.12663E-05     0.13186E-05     0.55651E-12     0.89612E-10     0.38394E-07     0.77236E-12     0.72449E-11     0.34706E-09    
 0.20158E-04     0.63263E-05     0.18602E-08     0.38929E-08     0.53823E-07     0.16809E-08     0.12739E-05     0.13269E-05     0.55658E-12     0.90175E-10     0.38821E-07     0.78201E-12     0.73504E-11     0.35394E-09    
 0.20288E-04     0.63096E-05     0.18495E-08     0.38996E-08     0.54141E-07     0.16793E-08     0.12815E-05     0.13352E-05     0.55665E-12     0.90735E-10     0.39249E-07     0.79168E-12     0.74563E-11     0.36089E-09    
 0.20419E-04     0.62931E-05     0.18388E-08     0.39061E-08     0.54457E-07     0.16777E-08     0.12890E-05     0.13435E-05     0.55670E-12     0.91293E-10     0.39678E-07     0.80137E-12     0.75627E-11     0.36791E-09    
 0.20536E-04     0.62782E-05     0.18293E-08     0.39119E-08     0.54741E-07     0.16763E-08     0.12958E-05     0.13509E-05     0.55673E-12     0.91793E-10     0.40064E-07     0.81010E-12     0.76588E-11     0.37429E-09    
 0.20641E-04     0.62649E-05     0.18209E-08     0.39170E-08     0.54996E-07     0.16750E-08     0.13018E-05     0.13576E-05     0.55675E-12     0.92242E-10     0.40412E-07     0.81797E-12     0.77455E-11     0.38008E-09    
 0.20747E-04     0.62517E-05     0.18125E-08     0.39220E-08     0.55251E-07     0.16737E-08     0.13078E-05     0.13642E-05     0.55676E-12     0.92689E-10     0.40760E-07     0.82584E-12     0.78326E-11     0.38592E-09    
 0.20853E-04     0.62385E-05     0.18042E-08     0.39270E-08     0.55504E-07     0.16724E-08     0.13139E-05     0.13708E-05     0.55676E-12     0.93134E-10     0.41109E-07     0.83372E-12     0.79199E-11     0.39180E-09    
 0.20958E-04     0.62253E-05     0.17960E-08     0.39319E-08     0.55757E-07     0.16710E-08     0.13198E-05     0.13774E-05     0.55675E-12     0.93577E-10     0.41459E-07     0.84161E-12     0.80075E-11     0.39772E-09    
 0.21064E-04     0.62122E-05     0.17879E-08     0.39367E-08     0.56009E-07     0.16697E-08     0.13258E-05     0.13839E-05     0.55673E-12     0.94019E-10     0.41809E-07     0.84951E-12     0.80954E-11     0.40370E-09    
 0.21169E-04     0.61992E-05     0.17799E-08     0.39414E-08     0.56261E-07     0.16683E-08     0.13317E-05     0.13904E-05     0.55671E-12     0.94460E-10     0.42159E-07     0.85742E-12     0.81835E-11     0.40971E-09    
 0.21275E-04     0.61861E-05     0.17719E-08     0.39461E-08     0.56512E-07     0.16670E-08     0.13376E-05     0.13969E-05     0.55667E-12     0.94899E-10     0.42510E-07     0.86533E-12     0.82719E-11     0.41578E-09    
 0.21380E-04     0.61732E-05     0.17640E-08     0.39507E-08     0.56762E-07     0.16656E-08     0.13435E-05     0.14034E-05     0.55663E-12     0.95336E-10     0.42861E-07     0.87325E-12     0.83606E-11     0.42188E-09    
 0.21486E-04     0.61603E-05     0.17562E-08     0.39552E-08     0.57012E-07     0.16642E-08     0.13493E-05     0.14099E-05     0.55658E-12     0.95772E-10     0.43212E-07     0.88117E-12     0.84495E-11     0.42804E-09    
 0.21592E-04     0.61474E-05     0.17485E-08     0.39596E-08     0.57261E-07     0.16628E-08     0.13552E-05     0.14163E-05     0.55652E-12     0.96206E-10     0.43564E-07     0.88910E-12     0.85386E-11     0.43423E-09    
 0.21697E-04     0.61346E-05     0.17408E-08     0.39640E-08     0.57509E-07     0.16614E-08     0.13610E-05     0.14227E-05     0.55646E-12     0.96639E-10     0.43916E-07     0.89704E-12     0.86280E-11     0.44047E-09    
 0.21803E-04     0.61218E-05     0.17332E-08     0.39683E-08     0.57757E-07     0.16600E-08     0.13668E-05     0.14291E-05     0.55639E-12     0.97070E-10     0.44269E-07     0.90498E-12     0.87176E-11     0.44676E-09    
 0.21908E-04     0.61091E-05     0.17257E-08     0.39726E-08     0.58004E-07     0.16585E-08     0.13725E-05     0.14354E-05     0.55631E-12     0.97500E-10     0.44622E-07     0.91293E-12     0.88075E-11     0.45309E-09    
 0.22014E-04     0.60964E-05     0.17183E-08     0.39768E-08     0.58250E-07     0.16571E-08     0.13782E-05     0.14418E-05     0.55622E-12     0.97928E-10     0.44975E-07     0.92088E-12     0.88976E-11     0.45947E-09    
 0.22120E-04     0.60838E-05     0.17109E-08     0.39809E-08     0.58496E-07     0.16557E-08     0.13839E-05     0.14481E-05     0.55612E-12     0.98354E-10     0.45329E-07     0.92883E-12     0.89879E-11     0.46589E-09    
 0.22225E-04     0.60712E-05     0.17036E-08     0.39850E-08     0.58741E-07     0.16542E-08     0.13896E-05     0.14544E-05     0.55602E-12     0.98779E-10     0.45683E-07     0.93679E-12     0.90785E-11     0.47235E-09    
 0.22331E-04     0.60587E-05     0.16963E-08     0.39890E-08     0.58986E-07     0.16528E-08     0.13953E-05     0.14607E-05     0.55591E-12     0.99203E-10     0.46037E-07     0.94476E-12     0.91693E-11     0.47886E-09    
 0.22426E-04     0.60475E-05     0.16899E-08     0.39925E-08     0.59205E-07     0.16515E-08     0.14004E-05     0.14663E-05     0.55581E-12     0.99583E-10     0.46357E-07     0.95193E-12     0.92512E-11     0.48476E-09    
 0.22521E-04     0.60363E-05     0.16835E-08     0.39960E-08     0.59424E-07     0.16501E-08     0.14054E-05     0.14719E-05     0.55570E-12     0.99962E-10     0.46676E-07     0.95910E-12     0.93333E-11     0.49069E-09    
 0.22616E-04     0.60251E-05     0.16771E-08     0.39994E-08     0.59643E-07     0.16488E-08     0.14105E-05     0.14775E-05     0.55559E-12     0.10034E-09     0.46996E-07     0.96628E-12     0.94155E-11     0.49665E-09    
 0.22711E-04     0.60140E-05     0.16708E-08     0.40028E-08     0.59861E-07     0.16475E-08     0.14155E-05     0.14830E-05     0.55547E-12     0.10072E-09     0.47316E-07     0.97346E-12     0.94979E-11     0.50265E-09    
 0.22806E-04     0.60029E-05     0.16646E-08     0.40062E-08     0.60078E-07     0.16461E-08     0.14205E-05     0.14886E-05     0.55535E-12     0.10109E-09     0.47636E-07     0.98064E-12     0.95805E-11     0.50869E-09    
 0.22901E-04     0.59919E-05     0.16584E-08     0.40095E-08     0.60295E-07     0.16448E-08     0.14254E-05     0.14941E-05     0.55522E-12     0.10146E-09     0.47957E-07     0.98782E-12     0.96632E-11     0.51476E-09    
 0.22996E-04     0.59808E-05     0.16522E-08     0.40127E-08     0.60512E-07     0.16435E-08     0.14304E-05     0.14996E-05     0.55508E-12     0.10184E-09     0.48277E-07     0.99501E-12     0.97462E-11     0.52087E-09    
 0.23091E-04     0.59699E-05     0.16461E-08     0.40159E-08     0.60728E-07     0.16421E-08     0.14353E-05     0.15051E-05     0.55494E-12     0.10221E-09     0.48598E-07     0.10022E-11     0.98292E-11     0.52701E-09    
 0.23186E-04     0.59589E-05     0.16401E-08     0.40191E-08     0.60944E-07     0.16408E-08     0.14403E-05     0.15106E-05     0.55480E-12     0.10258E-09     0.48919E-07     0.10094E-11     0.99125E-11     0.53318E-09    
 0.23281E-04     0.59480E-05     0.16341E-08     0.40222E-08     0.61159E-07     0.16394E-08     0.14452E-05     0.15161E-05     0.55465E-12     0.10295E-09     0.49241E-07     0.10166E-11     0.99959E-11     0.53940E-09    
 0.23376E-04     0.59372E-05     0.16281E-08     0.40253E-08     0.61373E-07     0.16380E-08     0.14501E-05     0.15215E-05     0.55450E-12     0.10332E-09     0.49562E-07     0.10238E-11     0.10079E-10     0.54564E-09    
 0.23471E-04     0.59263E-05     0.16222E-08     0.40283E-08     0.61587E-07     0.16367E-08     0.14549E-05     0.15269E-05     0.55434E-12     0.10368E-09     0.49884E-07     0.10310E-11     0.10163E-10     0.55192E-09    
 0.23566E-04     0.59155E-05     0.16164E-08     0.40313E-08     0.61801E-07     0.16353E-08     0.14598E-05     0.15323E-05     0.55418E-12     0.10405E-09     0.50206E-07     0.10381E-11     0.10247E-10     0.55824E-09    
 0.23661E-04     0.59048E-05     0.16106E-08     0.40342E-08     0.62014E-07     0.16339E-08     0.14646E-05     0.15377E-05     0.55402E-12     0.10441E-09     0.50529E-07     0.10453E-11     0.10331E-10     0.56458E-09    
 0.23756E-04     0.58941E-05     0.16048E-08     0.40371E-08     0.62226E-07     0.16326E-08     0.14694E-05     0.15431E-05     0.55385E-12     0.10478E-09     0.50851E-07     0.10525E-11     0.10415E-10     0.57097E-09    
 0.23851E-04     0.58834E-05     0.15991E-08     0.40399E-08     0.62439E-07     0.16312E-08     0.14742E-05     0.15485E-05     0.55367E-12     0.10514E-09     0.51174E-07     0.10597E-11     0.10499E-10     0.57738E-09    
 0.23946E-04     0.58727E-05     0.15934E-08     0.40427E-08     0.62650E-07     0.16298E-08     0.14790E-05     0.15538E-05     0.55350E-12     0.10550E-09     0.51496E-07     0.10669E-11     0.10584E-10     0.58384E-09    
 0.24041E-04     0.58621E-05     0.15878E-08     0.40455E-08     0.62861E-07     0.16284E-08     0.14837E-05     0.15591E-05     0.55331E-12     0.10586E-09     0.51819E-07     0.10741E-11     0.10668E-10     0.59032E-09    
 0.24136E-04     0.58515E-05     0.15822E-08     0.40482E-08     0.63072E-07     0.16270E-08     0.14885E-05     0.15644E-05     0.55313E-12     0.10622E-09     0.52143E-07     0.10813E-11     0.10753E-10     0.59684E-09    
 0.24231E-04     0.58410E-05     0.15766E-08     0.40509E-08     0.63282E-07     0.16256E-08     0.14932E-05     0.15697E-05     0.55294E-12     0.10657E-09     0.52466E-07     0.10885E-11     0.10838E-10     0.60339E-09    
 0.24326E-04     0.58305E-05     0.15711E-08     0.40535E-08     0.63492E-07     0.16242E-08     0.14979E-05     0.15750E-05     0.55274E-12     0.10693E-09     0.52790E-07     0.10957E-11     0.10923E-10     0.60998E-09    
 0.24421E-04     0.58200E-05     0.15657E-08     0.40561E-08     0.63702E-07     0.16229E-08     0.15026E-05     0.15802E-05     0.55255E-12     0.10729E-09     0.53113E-07     0.11029E-11     0.11008E-10     0.61660E-09    
 0.24516E-04     0.58096E-05     0.15602E-08     0.40587E-08     0.63910E-07     0.16215E-08     0.15073E-05     0.15855E-05     0.55234E-12     0.10764E-09     0.53437E-07     0.11101E-11     0.11093E-10     0.62325E-09    
 0.24611E-04     0.57992E-05     0.15549E-08     0.40612E-08     0.64119E-07     0.16201E-08     0.15119E-05     0.15907E-05     0.55214E-12     0.10799E-09     0.53761E-07     0.11173E-11     0.11179E-10     0.62994E-09    
 0.24706E-04     0.57888E-05     0.15495E-08     0.40637E-08     0.64327E-07     0.16187E-08     0.15165E-05     0.15959E-05     0.55193E-12     0.10834E-09     0.54086E-07     0.11245E-11     0.11264E-10     0.63666E-09    
 0.24801E-04     0.57785E-05     0.15442E-08     0.40661E-08     0.64534E-07     0.16173E-08     0.15212E-05     0.16011E-05     0.55172E-12     0.10869E-09     0.54410E-07     0.11317E-11     0.11350E-10     0.64341E-09    
 0.24896E-04     0.57682E-05     0.15390E-08     0.40685E-08     0.64741E-07     0.16158E-08     0.15258E-05     0.16062E-05     0.55150E-12     0.10904E-09     0.54735E-07     0.11388E-11     0.11436E-10     0.65020E-09    
 0.24991E-04     0.57579E-05     0.15338E-08     0.40709E-08     0.64948E-07     0.16144E-08     0.15303E-05     0.16114E-05     0.55129E-12     0.10939E-09     0.55059E-07     0.11460E-11     0.11521E-10     0.65702E-09    
 0.25086E-04     0.57477E-05     0.15286E-08     0.40732E-08     0.65154E-07     0.16130E-08     0.15349E-05     0.16165E-05     0.55106E-12     0.10974E-09     0.55384E-07     0.11532E-11     0.11607E-10     0.66387E-09    
 0.25181E-04     0.57375E-05     0.15235E-08     0.40755E-08     0.65359E-07     0.16116E-08     0.15395E-05     0.16216E-05     0.55084E-12     0.11009E-09     0.55709E-07     0.11604E-11     0.11694E-10     0.67075E-09    
 0.25276E-04     0.57273E-05     0.15184E-08     0.40778E-08     0.65565E-07     0.16102E-08     0.15440E-05     0.16267E-05     0.55061E-12     0.11043E-09     0.56034E-07     0.11676E-11     0.11780E-10     0.67767E-09    
 0.25371E-04     0.57172E-05     0.15133E-08     0.40800E-08     0.65769E-07     0.16088E-08     0.15485E-05     0.16318E-05     0.55038E-12     0.11078E-09     0.56359E-07     0.11748E-11     0.11866E-10     0.68462E-09    
 0.25466E-04     0.57071E-05     0.15083E-08     0.40822E-08     0.65974E-07     0.16074E-08     0.15530E-05     0.16369E-05     0.55014E-12     0.11112E-09     0.56685E-07     0.11819E-11     0.11952E-10     0.69160E-09    
 0.25561E-04     0.56970E-05     0.15033E-08     0.40843E-08     0.66178E-07     0.16060E-08     0.15575E-05     0.16419E-05     0.54991E-12     0.11146E-09     0.57010E-07     0.11891E-11     0.12039E-10     0.69861E-09    
 0.25656E-04     0.56870E-05     0.14983E-08     0.40864E-08     0.66381E-07     0.16046E-08     0.15619E-05     0.16470E-05     0.54967E-12     0.11180E-09     0.57336E-07     0.11963E-11     0.12126E-10     0.70566E-09    
 0.25751E-04     0.56770E-05     0.14934E-08     0.40885E-08     0.66584E-07     0.16031E-08     0.15664E-05     0.16520E-05     0.54942E-12     0.11214E-09     0.57662E-07     0.12035E-11     0.12212E-10     0.71274E-09    
 0.25846E-04     0.56670E-05     0.14885E-08     0.40905E-08     0.66787E-07     0.16017E-08     0.15708E-05     0.16570E-05     0.54918E-12     0.11248E-09     0.57988E-07     0.12106E-11     0.12299E-10     0.71985E-09    
 0.25941E-04     0.56571E-05     0.14837E-08     0.40925E-08     0.66989E-07     0.16003E-08     0.15752E-05     0.16620E-05     0.54893E-12     0.11282E-09     0.58314E-07     0.12178E-11     0.12386E-10     0.72699E-09    
 0.26037E-04     0.56472E-05     0.14789E-08     0.40945E-08     0.67190E-07     0.15989E-08     0.15796E-05     0.16670E-05     0.54868E-12     0.11315E-09     0.58640E-07     0.12250E-11     0.12473E-10     0.73416E-09    
